"DateRep","Cases","Deaths","Country"
2019-12-31,0,0,"Austria"
2020-01-01,0,0,"Austria"
2020-01-02,0,0,"Austria"
2020-01-03,0,0,"Austria"
2020-01-04,0,0,"Austria"
2020-01-05,0,0,"Austria"
2020-01-06,0,0,"Austria"
2020-01-07,0,0,"Austria"
2020-01-08,0,0,"Austria"
2020-01-09,0,0,"Austria"
2020-01-10,0,0,"Austria"
2020-01-11,0,0,"Austria"
2020-01-12,0,0,"Austria"
2020-01-13,0,0,"Austria"
2020-01-14,0,0,"Austria"
2020-01-15,0,0,"Austria"
2020-01-16,0,0,"Austria"
2020-01-17,0,0,"Austria"
2020-01-18,0,0,"Austria"
2020-01-19,0,0,"Austria"
2020-01-20,0,0,"Austria"
2020-01-21,0,0,"Austria"
2020-01-22,0,0,"Austria"
2020-01-23,0,0,"Austria"
2020-01-24,0,0,"Austria"
2020-01-25,0,0,"Austria"
2020-01-26,0,0,"Austria"
2020-01-27,0,0,"Austria"
2020-01-28,0,0,"Austria"
2020-01-29,0,0,"Austria"
2020-01-30,0,0,"Austria"
2020-01-31,0,0,"Austria"
2020-02-01,0,0,"Austria"
2020-02-02,0,0,"Austria"
2020-02-03,0,0,"Austria"
2020-02-04,0,0,"Austria"
2020-02-05,0,0,"Austria"
2020-02-06,0,0,"Austria"
2020-02-07,0,0,"Austria"
2020-02-08,0,0,"Austria"
2020-02-09,0,0,"Austria"
2020-02-10,0,0,"Austria"
2020-02-11,0,0,"Austria"
2020-02-12,0,0,"Austria"
2020-02-13,0,0,"Austria"
2020-02-14,0,0,"Austria"
2020-02-15,0,0,"Austria"
2020-02-16,0,0,"Austria"
2020-02-17,0,0,"Austria"
2020-02-18,0,0,"Austria"
2020-02-19,0,0,"Austria"
2020-02-20,0,0,"Austria"
2020-02-21,0,0,"Austria"
2020-02-22,0,0,"Austria"
2020-02-23,0,0,"Austria"
2020-02-24,0,0,"Austria"
2020-02-25,0,0,"Austria"
2020-02-26,2,0,"Austria"
2020-02-27,0,0,"Austria"
2020-02-28,3,0,"Austria"
2020-02-29,2,0,"Austria"
2020-03-01,3,0,"Austria"
2020-03-02,4,0,"Austria"
2020-03-03,4,0,"Austria"
2020-03-04,6,0,"Austria"
2020-03-05,5,0,"Austria"
2020-03-06,12,0,"Austria"
2020-03-07,33,0,"Austria"
2020-03-08,25,0,"Austria"
2020-03-09,3,0,"Austria"
2020-03-10,29,0,"Austria"
2020-03-11,51,0,"Austria"
2020-03-12,64,0,"Austria"
2020-03-13,115,1,"Austria"
2020-03-14,143,0,"Austria"
2020-03-15,151,0,"Austria"
2020-03-16,205,0,"Austria"
2020-03-17,156,2,"Austria"
2020-03-18,316,0,"Austria"
2020-03-19,314,1,"Austria"
2020-03-20,550,2,"Austria"
2020-03-21,453,0,"Austria"
2020-03-22,375,2,"Austria"
2020-03-23,607,8,"Austria"
2020-03-24,855,9,"Austria"
2020-03-25,796,5,"Austria"
2020-03-26,606,4,"Austria"
2020-03-27,1141,18,"Austria"
2020-03-28,668,16,"Austria"
2020-03-29,594,0,"Austria"
2020-03-30,522,18,"Austria"
2020-03-31,805,22,"Austria"
2020-04-01,564,20,"Austria"
2020-04-02,529,18,"Austria"
2020-04-03,418,12,"Austria"
2020-04-04,396,10,"Austria"
2020-04-05,241,18,"Austria"
2020-04-06,217,18,"Austria"
2020-04-07,314,16,"Austria"
2020-04-08,343,23,"Austria"
2020-04-09,329,30,"Austria"
2020-04-10,279,22,"Austria"
2020-04-11,312,24,"Austria"
2020-04-12,247,18,"Austria"
2020-04-13,130,13,"Austria"
2020-04-14,106,18,"Austria"
2020-04-15,191,16,"Austria"
2020-04-16,136,9,"Austria"
2020-04-17,78,17,"Austria"
2020-04-18,155,21,"Austria"
2020-04-19,59,12,"Austria"
2020-04-20,48,9,"Austria"
2020-04-21,73,10,"Austria"
2020-04-22,50,1,"Austria"
2020-04-23,91,31,"Austria"
2020-04-24,61,14,"Austria"
2020-04-25,83,5,"Austria"
2020-04-26,66,23,"Austria"
2020-04-27,55,6,"Austria"
2020-04-28,67,7,"Austria"
2020-04-29,58,20,"Austria"
2020-04-30,50,11,"Austria"
2020-05-01,60,4,"Austria"
2020-05-02,34,5,"Austria"
2020-05-03,12,7,"Austria"
2020-05-04,68,2,"Austria"
2020-05-05,31,2,"Austria"
2019-12-31,0,0,"Belgium"
2020-01-01,0,0,"Belgium"
2020-01-02,0,0,"Belgium"
2020-01-03,0,0,"Belgium"
2020-01-04,0,0,"Belgium"
2020-01-05,0,0,"Belgium"
2020-01-06,0,0,"Belgium"
2020-01-07,0,0,"Belgium"
2020-01-08,0,0,"Belgium"
2020-01-09,0,0,"Belgium"
2020-01-10,0,0,"Belgium"
2020-01-11,0,0,"Belgium"
2020-01-12,0,0,"Belgium"
2020-01-13,0,0,"Belgium"
2020-01-14,0,0,"Belgium"
2020-01-15,0,0,"Belgium"
2020-01-16,0,0,"Belgium"
2020-01-17,0,0,"Belgium"
2020-01-18,0,0,"Belgium"
2020-01-19,0,0,"Belgium"
2020-01-20,0,0,"Belgium"
2020-01-21,0,0,"Belgium"
2020-01-22,0,0,"Belgium"
2020-01-23,0,0,"Belgium"
2020-01-24,0,0,"Belgium"
2020-01-25,0,0,"Belgium"
2020-01-26,0,0,"Belgium"
2020-01-27,0,0,"Belgium"
2020-01-28,0,0,"Belgium"
2020-01-29,0,0,"Belgium"
2020-01-30,0,0,"Belgium"
2020-01-31,0,0,"Belgium"
2020-02-01,0,0,"Belgium"
2020-02-02,0,0,"Belgium"
2020-02-03,0,0,"Belgium"
2020-02-04,1,0,"Belgium"
2020-02-05,0,0,"Belgium"
2020-02-06,0,0,"Belgium"
2020-02-07,0,0,"Belgium"
2020-02-08,0,0,"Belgium"
2020-02-09,0,0,"Belgium"
2020-02-10,0,0,"Belgium"
2020-02-11,0,0,"Belgium"
2020-02-12,0,0,"Belgium"
2020-02-13,0,0,"Belgium"
2020-02-14,0,0,"Belgium"
2020-02-15,0,0,"Belgium"
2020-02-16,0,0,"Belgium"
2020-02-17,0,0,"Belgium"
2020-02-18,0,0,"Belgium"
2020-02-19,0,0,"Belgium"
2020-02-20,0,0,"Belgium"
2020-02-21,0,0,"Belgium"
2020-02-22,0,0,"Belgium"
2020-02-23,0,0,"Belgium"
2020-02-24,0,0,"Belgium"
2020-02-25,0,0,"Belgium"
2020-02-26,0,0,"Belgium"
2020-02-27,0,0,"Belgium"
2020-02-28,0,0,"Belgium"
2020-02-29,0,0,"Belgium"
2020-03-01,0,0,"Belgium"
2020-03-02,1,0,"Belgium"
2020-03-03,6,0,"Belgium"
2020-03-04,5,0,"Belgium"
2020-03-05,10,0,"Belgium"
2020-03-06,27,0,"Belgium"
2020-03-07,59,0,"Belgium"
2020-03-08,60,0,"Belgium"
2020-03-09,31,0,"Belgium"
2020-03-10,39,0,"Belgium"
2020-03-11,28,0,"Belgium"
2020-03-12,47,3,"Belgium"
2020-03-13,85,0,"Belgium"
2020-03-14,160,0,"Belgium"
2020-03-15,130,1,"Belgium"
2020-03-16,197,0,"Belgium"
2020-03-17,199,1,"Belgium"
2020-03-18,158,0,"Belgium"
2020-03-19,243,9,"Belgium"
2020-03-20,309,7,"Belgium"
2020-03-21,462,16,"Belgium"
2020-03-22,558,30,"Belgium"
2020-03-23,586,8,"Belgium"
2020-03-24,342,13,"Belgium"
2020-03-25,526,34,"Belgium"
2020-03-26,668,56,"Belgium"
2020-03-27,1298,42,"Belgium"
2020-03-28,1049,69,"Belgium"
2020-03-29,1850,64,"Belgium"
2020-03-30,1702,78,"Belgium"
2020-03-31,1063,82,"Belgium"
2020-04-01,876,192,"Belgium"
2020-04-02,1189,123,"Belgium"
2020-04-03,1384,183,"Belgium"
2020-04-04,1422,132,"Belgium"
2020-04-05,1661,140,"Belgium"
2020-04-06,1260,164,"Belgium"
2020-04-07,1123,185,"Belgium"
2020-04-08,1380,403,"Belgium"
2020-04-09,1209,205,"Belgium"
2020-04-10,1580,283,"Belgium"
2020-04-11,1684,496,"Belgium"
2020-04-12,1351,327,"Belgium"
2020-04-13,1629,254,"Belgium"
2020-04-14,942,303,"Belgium"
2020-04-15,530,254,"Belgium"
2020-04-16,2454,283,"Belgium"
2020-04-17,1236,417,"Belgium"
2020-04-18,1329,306,"Belgium"
2020-04-19,1045,290,"Belgium"
2020-04-20,1313,230,"Belgium"
2020-04-21,1487,145,"Belgium"
2020-04-22,973,170,"Belgium"
2020-04-23,933,264,"Belgium"
2020-04-24,908,228,"Belgium"
2020-04-25,1496,189,"Belgium"
2020-04-26,1032,238,"Belgium"
2020-04-27,809,177,"Belgium"
2020-04-28,553,113,"Belgium"
2020-04-29,647,124,"Belgium"
2020-04-30,525,170,"Belgium"
2020-05-01,660,93,"Belgium"
2020-05-02,513,109,"Belgium"
2020-05-03,485,62,"Belgium"
2020-05-04,389,79,"Belgium"
2020-05-05,361,80,"Belgium"
2019-12-31,0,0,"Denmark"
2020-01-01,0,0,"Denmark"
2020-01-02,0,0,"Denmark"
2020-01-03,0,0,"Denmark"
2020-01-04,0,0,"Denmark"
2020-01-05,0,0,"Denmark"
2020-01-06,0,0,"Denmark"
2020-01-07,0,0,"Denmark"
2020-01-08,0,0,"Denmark"
2020-01-09,0,0,"Denmark"
2020-01-10,0,0,"Denmark"
2020-01-11,0,0,"Denmark"
2020-01-12,0,0,"Denmark"
2020-01-13,0,0,"Denmark"
2020-01-14,0,0,"Denmark"
2020-01-15,0,0,"Denmark"
2020-01-16,0,0,"Denmark"
2020-01-17,0,0,"Denmark"
2020-01-18,0,0,"Denmark"
2020-01-19,0,0,"Denmark"
2020-01-20,0,0,"Denmark"
2020-01-21,0,0,"Denmark"
2020-01-22,0,0,"Denmark"
2020-01-23,0,0,"Denmark"
2020-01-24,0,0,"Denmark"
2020-01-25,0,0,"Denmark"
2020-01-26,0,0,"Denmark"
2020-01-27,0,0,"Denmark"
2020-01-28,0,0,"Denmark"
2020-01-29,0,0,"Denmark"
2020-01-30,0,0,"Denmark"
2020-01-31,0,0,"Denmark"
2020-02-01,0,0,"Denmark"
2020-02-02,0,0,"Denmark"
2020-02-03,0,0,"Denmark"
2020-02-04,0,0,"Denmark"
2020-02-05,0,0,"Denmark"
2020-02-06,0,0,"Denmark"
2020-02-07,0,0,"Denmark"
2020-02-08,0,0,"Denmark"
2020-02-09,0,0,"Denmark"
2020-02-10,0,0,"Denmark"
2020-02-11,0,0,"Denmark"
2020-02-12,0,0,"Denmark"
2020-02-13,0,0,"Denmark"
2020-02-14,0,0,"Denmark"
2020-02-15,0,0,"Denmark"
2020-02-16,0,0,"Denmark"
2020-02-17,0,0,"Denmark"
2020-02-18,0,0,"Denmark"
2020-02-19,0,0,"Denmark"
2020-02-20,0,0,"Denmark"
2020-02-21,0,0,"Denmark"
2020-02-22,0,0,"Denmark"
2020-02-23,0,0,"Denmark"
2020-02-24,0,0,"Denmark"
2020-02-25,0,0,"Denmark"
2020-02-26,0,0,"Denmark"
2020-02-27,1,0,"Denmark"
2020-02-28,0,0,"Denmark"
2020-02-29,1,0,"Denmark"
2020-03-01,1,0,"Denmark"
2020-03-02,1,0,"Denmark"
2020-03-03,1,0,"Denmark"
2020-03-04,3,0,"Denmark"
2020-03-05,2,0,"Denmark"
2020-03-06,10,0,"Denmark"
2020-03-07,3,0,"Denmark"
2020-03-08,8,0,"Denmark"
2020-03-09,7,0,"Denmark"
2020-03-10,75,0,"Denmark"
2020-03-11,151,0,"Denmark"
2020-03-12,252,0,"Denmark"
2020-03-13,160,0,"Denmark"
2020-03-14,128,0,"Denmark"
2020-03-15,23,0,"Denmark"
2020-03-16,48,1,"Denmark"
2020-03-17,57,0,"Denmark"
2020-03-18,92,3,"Denmark"
2020-03-19,91,0,"Denmark"
2020-03-20,36,2,"Denmark"
2020-03-21,104,3,"Denmark"
2020-03-22,71,4,"Denmark"
2020-03-23,69,0,"Denmark"
2020-03-24,65,11,"Denmark"
2020-03-25,131,8,"Denmark"
2020-03-26,133,2,"Denmark"
2020-03-27,153,7,"Denmark"
2020-03-28,169,11,"Denmark"
2020-03-29,155,13,"Denmark"
2020-03-30,194,7,"Denmark"
2020-03-31,182,5,"Denmark"
2020-04-01,283,13,"Denmark"
2020-04-02,247,14,"Denmark"
2020-04-03,279,19,"Denmark"
2020-04-04,371,16,"Denmark"
2020-04-05,320,22,"Denmark"
2020-04-06,292,18,"Denmark"
2020-04-07,312,8,"Denmark"
2020-04-08,390,16,"Denmark"
2020-04-09,331,15,"Denmark"
2020-04-10,233,19,"Denmark"
2020-04-11,184,10,"Denmark"
2020-04-12,177,13,"Denmark"
2020-04-13,178,13,"Denmark"
2020-04-14,144,12,"Denmark"
2020-04-15,193,14,"Denmark"
2020-04-16,170,10,"Denmark"
2020-04-17,198,12,"Denmark"
2020-04-18,194,15,"Denmark"
2020-04-19,169,10,"Denmark"
2020-04-20,142,9,"Denmark"
2020-04-21,131,9,"Denmark"
2020-04-22,180,6,"Denmark"
2020-04-23,217,14,"Denmark"
2020-04-24,161,10,"Denmark"
2020-04-25,137,9,"Denmark"
2020-04-26,235,15,"Denmark"
2020-04-27,130,4,"Denmark"
2020-04-28,123,5,"Denmark"
2020-04-29,153,7,"Denmark"
2020-04-30,157,9,"Denmark"
2020-05-01,150,9,"Denmark"
2020-05-02,153,10,"Denmark"
2020-05-03,96,11,"Denmark"
2020-05-04,116,8,"Denmark"
2020-05-05,147,9,"Denmark"
2019-12-31,0,0,"France"
2020-01-01,0,0,"France"
2020-01-02,0,0,"France"
2020-01-03,0,0,"France"
2020-01-04,0,0,"France"
2020-01-05,0,0,"France"
2020-01-06,0,0,"France"
2020-01-07,0,0,"France"
2020-01-08,0,0,"France"
2020-01-09,0,0,"France"
2020-01-10,0,0,"France"
2020-01-11,0,0,"France"
2020-01-12,0,0,"France"
2020-01-13,0,0,"France"
2020-01-14,0,0,"France"
2020-01-15,0,0,"France"
2020-01-16,0,0,"France"
2020-01-17,0,0,"France"
2020-01-18,0,0,"France"
2020-01-19,0,0,"France"
2020-01-20,0,0,"France"
2020-01-21,0,0,"France"
2020-01-22,0,0,"France"
2020-01-23,0,0,"France"
2020-01-24,0,0,"France"
2020-01-25,3,0,"France"
2020-01-26,0,0,"France"
2020-01-27,0,0,"France"
2020-01-28,0,0,"France"
2020-01-29,1,0,"France"
2020-01-30,1,0,"France"
2020-01-31,1,0,"France"
2020-02-01,0,0,"France"
2020-02-02,0,0,"France"
2020-02-03,0,0,"France"
2020-02-04,0,0,"France"
2020-02-05,0,0,"France"
2020-02-06,0,0,"France"
2020-02-07,0,0,"France"
2020-02-08,5,0,"France"
2020-02-09,0,0,"France"
2020-02-10,0,0,"France"
2020-02-11,0,0,"France"
2020-02-12,0,0,"France"
2020-02-13,0,0,"France"
2020-02-14,0,0,"France"
2020-02-15,0,1,"France"
2020-02-16,0,0,"France"
2020-02-17,1,0,"France"
2020-02-18,0,0,"France"
2020-02-19,0,0,"France"
2020-02-20,0,0,"France"
2020-02-21,0,0,"France"
2020-02-22,0,0,"France"
2020-02-23,0,0,"France"
2020-02-24,0,0,"France"
2020-02-25,0,0,"France"
2020-02-26,2,0,"France"
2020-02-27,3,1,"France"
2020-02-28,21,0,"France"
2020-02-29,19,0,"France"
2020-03-01,43,0,"France"
2020-03-02,30,0,"France"
2020-03-03,48,1,"France"
2020-03-04,34,1,"France"
2020-03-05,73,0,"France"
2020-03-06,138,3,"France"
2020-03-07,190,2,"France"
2020-03-08,103,1,"France"
2020-03-09,410,9,"France"
2020-03-10,286,11,"France"
2020-03-11,372,3,"France"
2020-03-12,497,15,"France"
2020-03-13,595,13,"France"
2020-03-14,785,18,"France"
2020-03-15,838,12,"France"
2020-03-16,924,36,"France"
2020-03-17,1210,21,"France"
2020-03-18,1097,27,"France"
2020-03-19,1404,69,"France"
2020-03-20,1861,128,"France"
2020-03-21,1617,78,"France"
2020-03-22,1847,112,"France"
2020-03-23,1559,112,"France"
2020-03-24,3838,186,"France"
2020-03-25,2446,240,"France"
2020-03-26,2931,231,"France"
2020-03-27,3922,365,"France"
2020-03-28,3809,299,"France"
2020-03-29,4611,319,"France"
2020-03-30,2599,292,"France"
2020-03-31,4376,418,"France"
2020-04-01,7578,499,"France"
2020-04-02,4861,509,"France"
2020-04-03,2116,471,"France"
2020-04-04,5233,2004,"France"
2020-04-05,4267,1053,"France"
2020-04-06,1873,518,"France"
2020-04-07,3912,833,"France"
2020-04-08,3777,1417,"France"
2020-04-09,3881,541,"France"
2020-04-10,4286,1341,"France"
2020-04-11,4342,987,"France"
2020-04-12,3114,635,"France"
2020-04-13,1613,561,"France"
2020-04-14,2673,574,"France"
2020-04-15,5497,762,"France"
2020-04-16,2633,1438,"France"
2020-04-17,2641,753,"France"
2020-04-18,405,761,"France"
2020-04-19,2569,642,"France"
2020-04-20,785,395,"France"
2020-04-21,2051,547,"France"
2020-04-22,2667,531,"France"
2020-04-23,1827,544,"France"
2020-04-24,1653,516,"France"
2020-04-25,1773,389,"France"
2020-04-26,1537,369,"France"
2020-04-27,461,242,"France"
2020-04-28,1195,437,"France"
2020-04-29,1065,367,"France"
2020-04-30,1607,427,"France"
2020-05-01,1139,289,"France"
2020-05-02,604,218,"France"
2020-05-03,794,166,"France"
2020-05-04,308,135,"France"
2020-05-05,576,306,"France"
2019-12-31,0,0,"Germany"
2020-01-01,0,0,"Germany"
2020-01-02,0,0,"Germany"
2020-01-03,0,0,"Germany"
2020-01-04,0,0,"Germany"
2020-01-05,0,0,"Germany"
2020-01-06,0,0,"Germany"
2020-01-07,0,0,"Germany"
2020-01-08,0,0,"Germany"
2020-01-09,0,0,"Germany"
2020-01-10,0,0,"Germany"
2020-01-11,0,0,"Germany"
2020-01-12,0,0,"Germany"
2020-01-13,0,0,"Germany"
2020-01-14,0,0,"Germany"
2020-01-15,0,0,"Germany"
2020-01-16,0,0,"Germany"
2020-01-17,0,0,"Germany"
2020-01-18,0,0,"Germany"
2020-01-19,0,0,"Germany"
2020-01-20,0,0,"Germany"
2020-01-21,0,0,"Germany"
2020-01-22,0,0,"Germany"
2020-01-23,0,0,"Germany"
2020-01-24,0,0,"Germany"
2020-01-25,0,0,"Germany"
2020-01-26,0,0,"Germany"
2020-01-27,0,0,"Germany"
2020-01-28,1,0,"Germany"
2020-01-29,3,0,"Germany"
2020-01-30,0,0,"Germany"
2020-01-31,1,0,"Germany"
2020-02-01,2,0,"Germany"
2020-02-02,1,0,"Germany"
2020-02-03,1,0,"Germany"
2020-02-04,2,0,"Germany"
2020-02-05,0,0,"Germany"
2020-02-06,0,0,"Germany"
2020-02-07,1,0,"Germany"
2020-02-08,1,0,"Germany"
2020-02-09,0,0,"Germany"
2020-02-10,0,0,"Germany"
2020-02-11,0,0,"Germany"
2020-02-12,2,0,"Germany"
2020-02-13,0,0,"Germany"
2020-02-14,0,0,"Germany"
2020-02-15,0,0,"Germany"
2020-02-16,0,0,"Germany"
2020-02-17,0,0,"Germany"
2020-02-18,0,0,"Germany"
2020-02-19,0,0,"Germany"
2020-02-20,0,0,"Germany"
2020-02-21,0,0,"Germany"
2020-02-22,0,0,"Germany"
2020-02-23,0,0,"Germany"
2020-02-24,0,0,"Germany"
2020-02-25,0,0,"Germany"
2020-02-26,2,0,"Germany"
2020-02-27,4,0,"Germany"
2020-02-28,26,0,"Germany"
2020-02-29,10,0,"Germany"
2020-03-01,54,0,"Germany"
2020-03-02,18,0,"Germany"
2020-03-03,28,0,"Germany"
2020-03-04,39,0,"Germany"
2020-03-05,66,0,"Germany"
2020-03-06,138,0,"Germany"
2020-03-07,284,0,"Germany"
2020-03-08,163,0,"Germany"
2020-03-09,55,0,"Germany"
2020-03-10,237,2,"Germany"
2020-03-11,157,0,"Germany"
2020-03-12,271,1,"Germany"
2020-03-13,802,2,"Germany"
2020-03-14,693,0,"Germany"
2020-03-15,733,3,"Germany"
2020-03-16,1043,4,"Germany"
2020-03-17,1174,1,"Germany"
2020-03-18,1144,0,"Germany"
2020-03-19,1042,0,"Germany"
2020-03-20,5940,30,"Germany"
2020-03-21,4049,2,"Germany"
2020-03-22,3276,22,"Germany"
2020-03-23,3311,27,"Germany"
2020-03-24,4438,32,"Germany"
2020-03-25,2342,23,"Germany"
2020-03-26,4954,49,"Germany"
2020-03-27,5780,55,"Germany"
2020-03-28,6294,72,"Germany"
2020-03-29,3965,64,"Germany"
2020-03-30,4751,66,"Germany"
2020-03-31,4615,128,"Germany"
2020-04-01,5453,149,"Germany"
2020-04-02,6156,140,"Germany"
2020-04-03,6174,145,"Germany"
2020-04-04,6082,141,"Germany"
2020-04-05,5936,184,"Germany"
2020-04-06,3677,92,"Germany"
2020-04-07,3834,173,"Germany"
2020-04-08,4003,254,"Germany"
2020-04-09,4974,246,"Germany"
2020-04-10,5323,266,"Germany"
2020-04-11,4133,171,"Germany"
2020-04-12,2821,129,"Germany"
2020-04-13,2537,126,"Germany"
2020-04-14,2082,170,"Germany"
2020-04-15,2486,285,"Germany"
2020-04-16,2866,315,"Germany"
2020-04-17,3380,299,"Germany"
2020-04-18,3609,242,"Germany"
2020-04-19,2458,184,"Germany"
2020-04-20,1775,110,"Germany"
2020-04-21,1785,194,"Germany"
2020-04-22,2237,281,"Germany"
2020-04-23,2352,215,"Germany"
2020-04-24,2337,227,"Germany"
2020-04-25,2055,179,"Germany"
2020-04-26,1737,140,"Germany"
2020-04-27,1018,110,"Germany"
2020-04-28,1144,163,"Germany"
2020-04-29,1304,202,"Germany"
2020-04-30,1478,173,"Germany"
2020-05-01,0,0,"Germany"
2020-05-02,2584,287,"Germany"
2020-05-03,793,74,"Germany"
2020-05-04,679,43,"Germany"
2020-05-05,685,139,"Germany"
2019-12-31,0,0,"Italy"
2020-01-01,0,0,"Italy"
2020-01-02,0,0,"Italy"
2020-01-03,0,0,"Italy"
2020-01-04,0,0,"Italy"
2020-01-05,0,0,"Italy"
2020-01-06,0,0,"Italy"
2020-01-07,0,0,"Italy"
2020-01-08,0,0,"Italy"
2020-01-09,0,0,"Italy"
2020-01-10,0,0,"Italy"
2020-01-11,0,0,"Italy"
2020-01-12,0,0,"Italy"
2020-01-13,0,0,"Italy"
2020-01-14,0,0,"Italy"
2020-01-15,0,0,"Italy"
2020-01-16,0,0,"Italy"
2020-01-17,0,0,"Italy"
2020-01-18,0,0,"Italy"
2020-01-19,0,0,"Italy"
2020-01-20,0,0,"Italy"
2020-01-21,0,0,"Italy"
2020-01-22,0,0,"Italy"
2020-01-23,0,0,"Italy"
2020-01-24,0,0,"Italy"
2020-01-25,0,0,"Italy"
2020-01-26,0,0,"Italy"
2020-01-27,0,0,"Italy"
2020-01-28,0,0,"Italy"
2020-01-29,0,0,"Italy"
2020-01-30,0,0,"Italy"
2020-01-31,3,0,"Italy"
2020-02-01,0,0,"Italy"
2020-02-02,0,0,"Italy"
2020-02-03,0,0,"Italy"
2020-02-04,0,0,"Italy"
2020-02-05,0,0,"Italy"
2020-02-06,0,0,"Italy"
2020-02-07,0,0,"Italy"
2020-02-08,0,0,"Italy"
2020-02-09,0,0,"Italy"
2020-02-10,0,0,"Italy"
2020-02-11,0,0,"Italy"
2020-02-12,0,0,"Italy"
2020-02-13,0,0,"Italy"
2020-02-14,0,0,"Italy"
2020-02-15,0,0,"Italy"
2020-02-16,0,0,"Italy"
2020-02-17,0,0,"Italy"
2020-02-18,0,0,"Italy"
2020-02-19,0,0,"Italy"
2020-02-20,0,0,"Italy"
2020-02-21,0,0,"Italy"
2020-02-22,14,0,"Italy"
2020-02-23,62,2,"Italy"
2020-02-24,53,0,"Italy"
2020-02-25,97,4,"Italy"
2020-02-26,93,5,"Italy"
2020-02-27,78,1,"Italy"
2020-02-28,250,5,"Italy"
2020-02-29,238,4,"Italy"
2020-03-01,240,8,"Italy"
2020-03-02,561,6,"Italy"
2020-03-03,347,17,"Italy"
2020-03-04,466,28,"Italy"
2020-03-05,587,27,"Italy"
2020-03-06,769,41,"Italy"
2020-03-07,778,49,"Italy"
2020-03-08,1247,36,"Italy"
2020-03-09,1492,133,"Italy"
2020-03-10,1797,98,"Italy"
2020-03-11,977,167,"Italy"
2020-03-12,2313,196,"Italy"
2020-03-13,2651,189,"Italy"
2020-03-14,2547,252,"Italy"
2020-03-15,3497,173,"Italy"
2020-03-16,2823,370,"Italy"
2020-03-17,4000,347,"Italy"
2020-03-18,3526,347,"Italy"
2020-03-19,4207,473,"Italy"
2020-03-20,5322,429,"Italy"
2020-03-21,5986,625,"Italy"
2020-03-22,6557,795,"Italy"
2020-03-23,5560,649,"Italy"
2020-03-24,4789,601,"Italy"
2020-03-25,5249,743,"Italy"
